ID,ISCO,major_job,job,position,location,description
2669,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,German Speaking Financial Recruitment Researcher (m/f/d),Luxembourg City,"[' Responsible for writing job adverts and posting adverts to job boards Actively supporting the recruitment process through arranging interviews, screening candidates Adding new client/candidate details to our company database, ensuring all data is accurate Support projects to improve our recruitment capability e.g. interview toolkits, job adverts and descriptions Supporting general HR tasks Ad-hoc administration First point of contact and responsible for major clients ', ' Previous experience in Recruitment and/or HR would be an advantage, but is not essential University degree in the fields of Economics, Human Resources or Communications Most important is that you are enthusiastic to learn and pick up new things quickly Well organized, good at prioritizing and able to work to tight deadlines Confident and good communication skills Highly conscientious and detail focused Fluency in German and English is a must ', ' Be part of a close-knit team Work in a professional and exciting environment Take part in challenging and diverse projects Get development opportunities Experience a distinctive team spirit ']"
2670,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Recruitment Researcher,Reading,"[' Research a variety of markets to establish recruitment opportunities Develop customer contacts across our public sector frameworks Gather market and customer information Responsible for input and management of our existing CRM database Source and research new candidates from a variety of platforms such as LinkedIn, job boards, databases and a variety of networks. Contact potential candidates to develop and build a talent pool. Work with recruitment partners to build market intel to assist with gathering and developing future business opportunities. ', ' You will have excellent communication skills and be confident is reaching out to a variety of professional contacts You will be inquisitive and hungry to learn and develop your existing skills to build a career in recruitment. You will be committed to delivering a first-class service and be able to demonstrate excellent communication skills. Ultimately you will enjoy working in an ever-changing work environment where your day can change directions at incredibly short notice but be rewarded on success. ']"
2671,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Cross Location Recruitment Researcher,Kiev,"[' Assisting the senior recruitment team in identifying suitable candidates for a variety of roles across the business from entry to senior level positions Building strong relationships within the HR team and senior recruiters. Utilising social media channels to maintain high direct sourcing success and identification of new talent. Tracking recruitment in conjunction with recruitment and HR team. General recruitment administration. ', ' Preferably degree educated High level spoken and written English. Excellent written and verbal communication skills with the ability to communicate effectively with stakeholders across the business Charismatic, energetic and have an engaging style A background and knowledge of recruiting would be great, but is not essential Ability to build strong relationships Thrives in a fast paced environment and flexible and adaptable to change ']"
2672,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Recruitment Researcher,Kharkiv,"[' People-oriented management without bureaucracy The friendly climate inside the company which is confirmed by the frequent come back of previous employees Flexible working schedule Paid time off (18 working days per year, plus all national holidays and 9 sick days) Laptop of your choice: MacBook Pro or Windows/Linux business laptop + large extra screen Full financial and legal support for private entrepreneurs Education compensation Free English classes with native speakers or with Ukrainian teachers (for your choice) Dedicated HR Comfortable offices in the city center (pets friendly btw:) ) Possibility to choose your workspace either remote or combination of your home and one of our development offices/possibility of rotation between offices (Kyiv, Kharkiv) We help with relocation. If you’d like to move to Kyiv or Kharkiv, we’ll try our best to make your relocation smooth and effortless Last but not least - regular team buildings and corporate event ', ' Search for a wide range of IT professionals (engineers, testers, developers, and architects) Search for talents using several channels (LinkedIn, GitHub, Stack Overflow, job boards, social media, internal database) Create a wide Talent pool and updating the CV search database Communicate with candidates daily Prescreen and present appropriate candidates to the Recruiter Search for customers using several channels (Linkedin, internal database, etc.) Work closely with other members of the recruitment and sales team ', ' Interest in new Recruiting trends and social media Highly result-oriented Very good communication and presentation skills, strong interpersonal skills Self-initiative, proactive and enthusiastic person, with a sense of humor Ability to work independently and as a team member ', ' Experience in a customer care area (sales, recruitment, HR, call center) Knowledge of internet search engines, job boards, LinkedIn ']"
2673,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,IT Recruitment Researcher,"Szczecin, Zachodniopomorskie","[' Searching for candidates through direct search method First contact with candidates through a variety of channels (telephone, email, social networking websites) Working with the relevant internal team or management to deliver candidates as required Interviews’ calendar organizing Cooperation with the EB Team or People Analytics Team Implementation of other tasks assigned by the Management ', ' Have some experience in HR or would like to gain experience while working with us Have excellent communication skills Good knowledge of English Are full of energy and enthusiasm Have good knowledge of social networking websites and social media, Are interested in sociology (gen X, Y, Z on the job market ), you track HR trends and maybe, you know what is the difference between JavaScript and Java then.. ', ' Competitive salary adequate to your skills and performance Flexible working hours Training programmes Private medical insurance Multisport program English lessons Company social events Weekly cakes and fruits Relocation assistance ']"
2674,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,IT Recruitment Researcher,"Rzeszow, Podkarpackie","[' Searching for candidates through direct search method First contact with candidates through a variety of channels (telephone, email, social networking websites) Working with the relevant internal team or management to deliver candidates as required Interviews’ calendar organizing Cooperation with the EB Team or People Analytics Team Implementation of other tasks assigned by the Management ', ' Have some experience in HR or would like to gain experience while working with us Have excellent communication skills Good knowledge of English Are full of energy and enthusiasm Have good knowledge of social networking websites and social media, Are interested in sociology (gen X, Y, Z on the job market ), you track HR trends and maybe, you know what is the difference between JavaScript and Java then.. ', ' Competitive salary adequate to your skills and performance Flexible working hours Training programmes Private medical insurance Multisport program English lessons Company social events Weekly cakes and fruits Relocation assistance ']"
2675,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,IT Recruitment Researcher,"Bydgoszcz, Kujawsko-pomorskie","[' Searching for candidates through direct search method First contact with candidates through a variety of channels (telephone, email, social networking websites) Working with the relevant internal team or management to deliver candidates as required Interviews’ calendar organizing Cooperation with the EB Team or People Analytics Team Implementation of other tasks assigned by the Management ', ' Have some experience in HR or would like to gain experience while working with us Have excellent communication skills Good knowledge of English Are full of energy and enthusiasm Have good knowledge of social networking websites and social media, Are interested in sociology (gen X, Y, Z on the job market ), you track HR trends and maybe, you know what is the difference between JavaScript and Java then.. ', ' Competitive salary adequate to your skills and performance Flexible working hours Training programmes Private medical insurance Multisport program English lessons Company social events Weekly cakes and fruits Relocation assistance ']"
2676,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,IT Recruitment Researcher,"Lodz, Lodzkie","[' Searching for candidates through direct search method First contact with candidates through a variety of channels (telephone, email, social networking websites) Working with the relevant internal team or management to deliver candidates as required Interviews’ calendar organizing Cooperation with the EB Team or People Analytics Team Implementation of other tasks assigned by the Management ', ' Have some experience in HR or would like to gain experience while working with us Have excellent communication skills Good knowledge of English Are full of energy and enthusiasm Have good knowledge of social networking websites and social media, Are interested in sociology (gen X, Y, Z on the job market ), you track HR trends and maybe, you know what is the difference between JavaScript and Java then.. ', ' Competitive salary adequate to your skills and performance Flexible working hours Training programmes Private medical insurance Multisport program English lessons Company social events Weekly cakes and fruits Relocation assistance ']"
2677,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,IT Recruitment Researcher,"Warszawa, Mazowieckie","[' Searching for candidates through direct search method First contact with candidates through a variety of channels (telephone, email, social networking websites) Working with the relevant internal team or management to deliver candidates as required Interviews’ calendar organizing Cooperation with the EB Team or People Analytics Team Implementation of other tasks assigned by the Management ', ' Have some experience in HR or would like to gain experience while working with us Have excellent communication skills Good knowledge of English Are full of energy and enthusiasm Have good knowledge of social networking websites and social media, Are interested in sociology (gen X, Y, Z on the job market ), you track HR trends and maybe, you know what is the difference between JavaScript and Java then.. ', ' Competitive salary adequate to your skills and performance Flexible working hours Training programmes Private medical insurance Multisport program English lessons Company social events Weekly cakes and fruits Relocation assistance ']"
2678,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Cross Location Recruitment Researchers,Kiev,"[' Assisting the senior recruitment team in identifying suitable candidates for a variety of roles across the business from entry to senior level positions Building strong relationships within the HR team and senior recruiters. Utilising social media channels to maintain high direct sourcing success and identification of new talent. Tracking recruitment in conjunction with recruitment and HR team. General recruitment administration. ', ' Preferably degree educated High level spoken and written English. Excellent written and verbal communication skills with the ability to communicate effectively with stakeholders across the business Charismatic, energetic and have an engaging style A background and knowledge of recruiting would be great, but is not essential Ability to build strong relationships Thrives in a fast paced environment and flexible and adaptable to change ']"
2679,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Recruitment Researcher for International Recruiting,Kiev,"[' Assisting the senior recruitment team in identifying suitable candidates for a variety of roles across the business from entry to senior level positions Building strong relationships within the HR team and senior recruiters. Utilising social media channels to maintain high direct sourcing success and identification of new talent. Tracking recruitment in conjunction with recruitment and HR team. General recruitment administration. ', ' Preferably degree educated High level spoken and written English. Excellent written and verbal communication skills with the ability to communicate effectively with stakeholders across the business Charismatic, energetic and have an engaging style A background and knowledge of recruiting would be great, but is not essential Ability to build strong relationships Thrives in a fast paced environment and flexible and adaptable to change ']"
2680,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Recruitment Researcher,Ukraine,"[' Сomplete higher education, availability and desire to work on full-time basis in a team of recruitment professionals; Experience in a similar position in an IT company is desirable, but not obligatory; Strong attention to details; Ability to prioritize tasks and meet deadlines; Intermediate+ level of English. ', ' Active search for candidates according to vacancies requirements using different channels: LinkedIn, internal database, job portals, social networks and other resources; Cooperate with Recruiters to understand talent needs and create an effective search strategy to recruit candidates; Maintain internal databases; Job market analyses and reviews; Participation in other HR activities. ']"
2681,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,recruitment researcher,Recruitment Researcher,Kiev,"[' Сomplete higher education, availability and desire to work on full-time basis in a team of recruitment professionals; 0,5 + year of experience in a similar position in an IT industry; Strong attention to details; Ability to prioritize tasks and meet deadlines; Intermediate+ level of English. ', ' Active search for candidates according to vacancies requirements using different channels: LinkedIn, internal database, job portals, social networks and other resources; Cooperate with Recruiters to understand talent needs and create an effective search strategy to recruit candidates; Maintain internal databases; Job market analyses and reviews; Participation in other HR activities. ', ' High competitive salary; Social benefits, paid vacations, seek-leaves; English classes with a native speaker, yoga classes; Paid trainings and seminars; Career possibilities with a growing team; Friendly environment and flexible schedule; Convenient office in the center of Kyiv near the underground station; Long-term career opportunities. ']"
2682,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Copywriter Gl. eCommerce (m/f/d),"Metzingen, Baden-Württemberg","[' Write consistent and compelling copy across all touchpoints, including marketing, PR, CRM, social and brand Support with editing where and when needed Help to define the brand tone of voice and copywriting guidelines, consolidating input from multiple sources Manage workflow and competently juggle multiple projects and deadlines daily Regularly communicate across teams and departments, sourcing information for the copy Support with weekly product copy content queries, where copy input is needed. Exchange with editors and internal teams on all points relevant for copy to be created ', ' Min. 4 years’ experience as a copywriter Luxury and fashion experience highly desirable Profound social media knowledge highly desirable Excellent creative writing skills Superb grammar and spelling English native German language skills would be a great asset but is no requirement A calm, solution-focused attitude is a must, as is the ability to handle multiple projects simultaneously Strong team spirit ', ' Made for Me: three days in Metzingen and two days working remotely. Our hybrid working model ""Threedom of work"" is as individual as your personal needs. Today. Tomorrow. Always. Sustainability is one of our key values, and more than just a trend. We are committed to environmental, animal and climate protection, and human rights. Does innovation drive you? Same for us! We have digitized most of our workflows and almost fully automated our logistics centres. Exclusive discounts for shopping and arts: benefit from discounts for family and friends along with free entrance to more than 15 international art museums. High-performing people need a healthy balance. Take advantage of the employee gym, the beach volleyball field or yoga classes on the rooftop terrace. As a fashion company, we value good taste in everything - including food. Welcome to our own restaurant and café, Times. ']"
2683,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Junior Product Copywriter (German Speaker),Barcelona,"[' Copywriting and proofreading fashion product materials and designs for e-commerce websites Understanding the motivations of fashion consumers and creating a compelling copy with a creative touch addressing the needs of potential customers Creating user-friendly informative product copy that is optimized for search engine indexing and incorporating relevant keywords drives better SEO positioning and sales Being in line with the product branding and adapting to the language ', ' A native level of German with a C1 level of English Being an effective and communicator with creative thinking skills Having a growth mindset and motivation for excelling in copywriting skills Being enthusiastic about fashion products Having strong organizational skills Living in or willing to relocate to Barcelona for an international career and life experience ', ' Having the possibility to develop yourself in a growing international company Working in a creative and proactive environment Type of Contract: 4 months contract + 5 month contract + permanent contract Salary based on your level of experience Working Hours: Monday to Friday 9am to 5pm Office Location: Barcelona Starting Date: As soon as possible ', ' After your application, you will receive your first feedback in a day either by email or via phone call. If the basic requirements match, we will organize together an interview in order for you to know better about the job opportunity and for me to understand your professional experiences and goals. Through all the recruitment process, I will be your point of contact. I will be available to support you through this challenge and helping your preparing the interview with your potential future employer. If you feel ready to #makethebluexperience apply now or contact me. Let’s get you ready for your move and finally start your new job in Barcelona. ']"
2684,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Senior Copywriter (m/f/d),"Metzingen, Baden-Württemberg","[' Write consistent and compelling copy for all marketing channels with a strong focus on Social Ensure implementation of the brand tone of voice including establishing and communicating copywriting guidelines, and keeping them constantly benchmarked against competitors Lead the development of marketing and campaign messages across multiple touchpoints. Translation of customer insights and marketing objectives into compelling and impactful copy that supports campaign and company goals Build and maintain strong relationships with key stakeholders, in order to deliver best-in-class copy for each touchpoint Serve as an internal point of contact regarding the global tone of voice of the BOSS and HUGO brands, providing expertise as part of a highly skilled team. Balance speed and quality in order to meet daily deadlines while maintaining high standards and consistency. Collaborate with external agencies and copywriters on marketing projects ', ' 8-10 years’ experience as a copywriter in a leading premium fashion company, busy publishing house, or ecommerce company A strong portfolio demonstrating writing and editing skills Superb grammar and spelling Native speaker of English Other language skills an asset, must have a demonstrable passion for the written word Unflappable personality with the ability to handle multiple projects simultaneously Strong team spirit Willingness to be onsite in Metzingen once a month (for three days) and whenever the situation requires ', ' Made for Me: three days in Metzingen and two days working remotely. Our hybrid working model ""Threedom of work"" is as individual as your personal needs. Today. Tomorrow. Always. Sustainability is one of our key values, and more than just a trend. We are committed to environmental, animal and climate protection, and human rights. Does innovation drive you? Same for us! We have digitized most of our workflows and almost fully automated our logistics centres. Exclusive discounts for shopping and arts: benefit from discounts for family and friends along with free entrance to more than 15 international art museums. High-performing people need a healthy balance. Take advantage of the employee gym, the beach volleyball field or yoga classes on the rooftop terrace. As a fashion company, we value good taste in everything - including food. Welcome to our own restaurant and café, Times. ']"
2685,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Experienced B2B Copywriter,"Székesfehérvár, Fejér","[' Help to interpret project briefs, and develop creative concepts and key messages for Vodafone Business partners around the world Transform complex material into user-friendly content, communications and marketing assets Edit and write high-quality copy for a range of marketing assets, including business presentations, sales enablement materials, and multimedia scripts Ensure that copy is aligned with professional standards and brand guidelines Prioritise and manage your workflow to efficiently meet project deadlines Work with innovative technologies, project management and information sharing systems ', ' Native level proficiency in English A portfolio of professional writing work 4+ years professional experience in editing and writing for print and digital media Demonstrable skills in editing and writing B2B and B2C content and communications Proficiency in working with professional writing style guides and brand guidelines Experience in working in a business, sales, or creative agency team environment A proactive, positive, collaborative, solution-oriented and client-focused attitude Interest in the potential of digital communications technologies to create a better future Proficiency in MS Office, especially Word ', ' A dynamic environment where innovative ideas are always welcome; A collaborative community where your professional goals and work are supported by a diverse team; Access to internal trainings through the Company University and external trainings via other providers; A supportive internal coaching and mentoring culture; Opportunities to participate in company activities and events; Corporate assets, including a laptop and mobile phone (unlimited EU talk + unlimited GB data); Discounted fleet services for employees and their friends & family Cafeteria package; Private Medical Services; Employee Assistant Program to support your wellbeing and mental health; To ensure our colleagues’ health & safety we are working from home until the end of the pandemic. In the long run we will be meeting each other max 2 times/week in our fully refurbished, digital office. ']"
2686,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Copywriter France (all genders),Berlin-Charlottenburg,"["" In close cooperation with our brand team, you are responsible for texting and content writing for the brand flaconi in the French market, including campaign texts and claims You are the point of contact for all text-related concerns for activities in France and ensure the quality of customer-facing written content In addition, you always have an eye on all regulations and guidelines for spoken and written language and constantly develop existing guidelines further Using your excellent sensitivity for our target groups, you ensure that through your wordings, they perceive flaconi as a dynamic and attractive beauty brand, both internally and externally You function as the steering wheel for our French agencies and freelancers and make sure that everything published under flaconi's name fits our brand perfectly Furthermore, you manage requests from other departments to make sure that through your texts, they can perform to their full potential "", ' Completed education or degree in the areas of marketing, PR, journalism, communications or a comparable field At least 2 years of professional experience as a copywriter, ideally in an agency environment Affinity to beauty, lifestyle and fashion, as well as knowledge and interest in related trends within the French market High customer orientation and proficiency in advertising products to a specific audience Outstanding communication skills and the ability to drive projects and successfully communicate with internal and external stakeholders Excellent knowledge of the French and English language, both written and spoken, German is a plus First touchpoints with Google Workspace and Jira are a plus ', ' Our employees matter to us: We offer you a permanent contract Easy-going workplace: We pay your BVG ticket and we do not have a dress code International flair: We support your relocation Employee discounts: As a flaconi, you benefit from generous discounts not only in our Online-Shop but also at partner companies Work-Life-Balance: Flexible working hours and home office options allow you to reconcile work and private life flaconi Fitness: We take care of your health. Through a wide range of sports, we help you to stay fit We take care of you: flaconi wants to support you also in times of individual crisis, therefore we offer you and your relatives help for your mental health through the Fürstenberg Institute Recreation and relaxation: We offer you 29 days of vacation and the possibility of a paid sabbatical Family first: Our “emergency-moms” are there for you in out-of-the-ordinary situations and look after your child on-site in the office flaconi Academy: Actively shape your own career path and take advantage of our internal and external training opportunities Dog Policy: Dogs are welcome in our office flaconis know how to party: You can look forward to cool team events and company parties Agile work: As part of our cross-functional teams, you have the opportunity to help shape and advance cross-departmental topics Freedom for innovation: You can let your ideas run free at our regular hackathons and get inspiration for your daily business at Tech Talks and Breakfast Lectures Thinking about tomorrow together: flaconi subsidizes your savings contribution to the company pension scheme with an additional 20% Welcome aboard: Not only our onboarding day helps you to orientate yourself in the first time, but also your personal buddy Food & drinks: For us it goes without saying that extras such as drinks and fruits are free ']"
2687,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Fashion Journalist / Copywriter (m/w/d),"Rottendorf, Bayern","[' Du wirst aktiv die Neuausrichtung des Produkts s.Oliver mitgestalten und textlich und konzeptionell vorantreiben Du entwickelst und formulierst die monatlichen und saisonalen Geschichten für s.Oliver innerhalb der kreativen Ausrichtung und formulierst sie in enger Abstimmung mit den Head of Designs der Women´s, Men und Junior Kollektionen Du bist für die Schärfung & Kontrolle der verbalen Produktidentität (Tone of Voice) verantwortlich. Dies beinhaltet die Entwicklung von Wording-Guidelines zu den Kollektionsinhalten für interne Briefings und Kollektionsübergaben, Formulierungen für Produktbeschreibungen über Hangtags oder inside Prints Du erarbeitest die Kommunikation am Produkt hinsichtlich Nachhaltigkeits Themen in enger Abstimmung mit den Schnittstellen ', ' Du hast ein erfolgreich abgeschlossenes Studium im Bereich Kommunikationswissenschaften, Journalismus, Linguistik oder eine ähnliche Qualifikation, vorzugsweise im Modebereich oder im redaktionellen Fashionumfeld Dich zeichnet ein hohes Maß an Kreativität, sehr gute Kenntnisse im Storytelling und ein sicheres Gefühl für Themen, Tonalität der Marke und deren Zielgruppen aus Eine hohe Affinität für Design und Fashion Du hast ein organisatorisches Talent für die Planung und Steuerung und den Austausch mit unseren Designteams und Schnittstellen Sehr gute Englischkenntnisse (verhandlungssicher) und Stilsicherheit in verschiedenen Textformen runden dein Profil ab ']"
2688,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Digital Copywriter,Manchester,"[' Create innovative and original copy content that is inspiring to our customers – ensuring delivery in our brand tone of voice Ensure that all copy is clear, concise, and accurate Produce creative, engaging, and informative product names and descriptions that sell our products and fit the brand’s tone of voice Own all copy for product descriptions across the brands Ensure all product and category copy is relevant and up to date in terms of product, seasonality and trends to maximise SEO performance Responsible for the creation and execution of SEO meta descriptions, titles and tags for new product launch and category updates. Review the copywriting strategy in line with customer and competitor insights, brand strategy and company goals and initiatives You will always ensure accuracy and attention to detail and will proof-read and sub-edit copy across multiple platforms, taking into account SEO requirements. Research competitor tone of voice and industry buzz-words. Leverage the technical content and expertise from across the business to ensure content is relevant and engaging. ', ' Creative mindset to write engaging copy Knowledge of SEO optimised copy Previous Ecommerce experience ']"
2689,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,"Digital Content Copywriter, OneHealth, Lyngby","Kongens Lyngby, Copenhagen","["" Developing digital content across formats. This includes, but not limited to: landing page content, blog/news, email marketing, whitepapers, etc. Working closely with our digital specialists to understand what content performs, what doesn't, and why. Helping develop and maintain a communication manual to align messaging and tone of voice in collaboration with the Brand Team, Creative Agency, and Regulatory. Helping develop content strategy for website and leading in the content creation. Supporting Brand Team on product-focused content such as whitepapers, blog/news, etc. Acting as the Content Leader in the organization, sharing your knowledge and learning across the team. Staying up-to-date on trade and competitor communications. "", "" Hold a Bachelor's Degree or higher in Communications, Journalism, English, or a related field. Be a Native speaker of English or can write at a completely native-speaker level. Have proven experience in copywriting across digital formats -please send some of your work! Have a minimum of 2 years experience in B2B marketing. Be highly adaptable! You are good at handling changing priorities and requests. Have a positive attitude. In an ever-evolving environment, you can work with others to drive projects forward to completion. You are also very good at receiving feedback. Enjoy working with non-marketing teammates in the creative process. Have an eye for detail. Be familiar with SEO strategies or demonstrate a strong willingness to learn them and how to use SEO research for content optimization. Be familiar or have interest in web UX in relation to optimizing content for web templates. Be able to see yourself in the Novozymes OneHealth Culture. (Learn more: Playbook (novozymesonehealth.com). ""]"
2690,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,UX Copywriter (German Speaker),Barcelona,"[' Write copy that drives conversion, increases click-through rates or helps to meet other KPIs determined by Product Owners and other stakeholders. Sell strategic thinking and creative concepts to executive-level internal and external stakeholders. Execute writing requests with accuracy, producing zero errors in work. Create and manage multiple copy experiments, including A/B tests, to investigate the effectiveness of messaging, analysing the results to help create a copy strategy. Collaborate with other copywriters covering different markets and products. Recreating, localising and adapting copy provided by them, and, in turn, providing them with sufficient context to recreate, adapt and localise your ideas to their audiences. In order to ensure consistency across all products, categories and markets. Proofread and/or edit copy provided by other departments. Research products, market competitors and the target audience to support copy strategy. Ensure messaging brand guidelines are embraced and implemented across the company’s communications. Respond to all requests and communications in a timely and thorough manner. ', ' Languages required: German (native) English (full proficiency) Experience in online copywriting with an emphasis on digital, e-commerce and product copywriting, advertising and/or branding Solid written and verbal communication and collaboration skills Ability to manage multiple projects at one time to meet firm deadlines Self-starter who is customer-obsessed, detail-oriented and an enthusiastic team player Proofreading at a high level with little to no errors Familiarity with data metrics and copywriting A/B testing Self-motivated, tenacious, and able to use initiative to solve problems ']"
2691,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Junior Product Copywriter (German Speaker),Barcelona,"[' Copywriting and proofreading fashion product materials and designs for e-commerce websites Understanding the motivations of fashion consumers and creating a compelling copy with a creative touch addressing the needs of potential customers Creating user-friendly informative product copy that is optimized for search engine indexing and incorporating relevant keywords drives better SEO positioning and sales Being in line with the product branding and adapting to the language ', ' A native level of German with a C1 level of English Being an effective and communicator with creative thinking skills Having a growth mindset and motivation for excelling in copywriting skills Being enthusiastic about fashion products Having strong organizational skills Living in or willing to relocate to Barcelona for an international career and life experience ', ' Having the possibility to develop yourself in a growing international company Working in a creative and proactive environment Type of Contract: 4 months contract + 5 month contract + permanent contract Salary based on your level of experience Working Hours: Monday to Friday 9am to 5pm Office Location: Barcelona Starting Date: As soon as possible ', ' After your application, you will receive your first feedback in a day either by email or via phone call. If the basic requirements match, we will organize together an interview in order for you to know better about the job opportunity and for me to understand your professional experiences and goals. Through all the recruitment process, I will be your point of contact. I will be available to support you through this challenge and helping your preparing the interview with your potential future employer. If you feel ready to #makethebluexperience apply now or contact me. Let’s get you ready for your move and finally start your new job in Barcelona. ']"
2692,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,"Translator, Copywriter (Chinese)",Kharkiv,"[' You should be native in Chinese language Good English knowledge You should be able to write articles/posts ', ' Writing unique posts, articles in Chinese according ', ' Chinese-English translations ', ' literacy ability to follow instructions and deadlines discipline teamwork skill We look forward to hearing from you! ']"
2693,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Creative/Copywriter,Stockholm,"[' With mid-level experience, 2-6 years creative experience from agencies, freelancing, or start-ups With thinking and interests that brings new thinking and cultural insights Conceptually strong and with experience of landing unexpected ideas and packaging them into strong concepts That enjoys and excels at craft, driven by eagerness and curiosity That can work independently but who loves teamwork With love for fashion but with a worry about what it does to our planet With excellent spoken and written Swedish and English ', "" Work close with AD and creative team to create concepts for campaigns and social channels Copy for campaigns, ads, social concepts, and print both Swedish and English Contribute and provide guidance for internal social media productions Continue the brand work we've started and help taking it further Contribute to a creative and safe climate and make fellow teammates grow ""]"
2694,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Junior Copywriter,"Wimbledon, South West London","[' Salary of £22,500 per annum. Full-time position, Monday – Friday, 37.5 hours per week. 30 days holiday, inclusive of bank holidays. Flexible working options considered. Up to 35% discount on A&C products. Cycle to Work Scheme. Grants for Team sports. Contributory pension scheme. ', ' Follow the content production process, as outlined by the Content & Creative Lead and Senior Copywriter Advocate for the Abel & Cole mission and brand values Create engaging copy for existing customers across a range of formats: ', ' Product descriptions (creation and upload) Printed box communications (box notes) Digital content (website copy, both front and back end) Email content (weekly Ezine and Trading campaign emails) Take part in creative brainstorms As requested, contribute towards the Abel & Cole blog ', ' Deliver content that is technically accurate. This includes using correct briefing information, adhering to character count guidance, and creating copy that is free from spelling and grammatical errors Manage multiple briefs in workload and have full ownership of delivering content on time Amend content in line with feedback from the Senior Copywriter, Content & Creative Lead and briefing teams. Feedback will be approached in a constructive and collaborative manner Part of a team that proactively stays abreast of content industry updates, competitor activities and inspirational case studies. You share your ideas and inspiration Making the most of training opportunities to help develop your skillset, including tone of voice and SEO best practice Optimise digital copy for SEO, using strategy supplied by the Content & Creative Lead Act as an ambassador for our B Corp values: make all decisions with our social and environmental impact in mind and look for opportunities, no matter how small, to use our business as a force for good. ', "" A compelling storyteller with creative flair You'll be full of ideas and approach each brief with the same level of creative energy Demonstrable experience writing with commercial objectives in mind An understanding of writing digital copy for SEO You'll have exceptional standards for accuracy, taking great pride in ensuring all work is on-brief, on-brand, and free from errors Ability to independently manage own workload and juggle multiple deadlines each week A collaborative and approachable team player A passion for great content, demonstrated by actively engaging with the industry A passion for organic and sustainability An entry-level portfolio that shows examples of published writing that was written in response to a brief. This could be from previous copywriting roles, previous work experience or internships, university projects, etc. We want to see that you can adapt your writing to a new house style and tone of voice. ""]"
2695,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,copywriter,Senior Copywriter,Kiev,"[' 3+ years of experience in content marketing; Advanced level of English is a must (both written and verbal skills); Great research and analytical skills; Technical knowledge and understanding of social media, digital metrics and tracking tools; Familiarity with CMS platforms and web analytics software; Previous experience ideating and delivering SEO-targeted web content; Understanding key principles of storytelling, outlining, structure, and experience creating different types of content; Educational background in Linguistics, Philology, or related field preferred; Understanding of SEO strategies and keyword placement practices; Excellent time management skills, including the ability to multitask, prioritize, and meet deadlines; Exceptional attention to detail. ', ' Existing relationships with English-speaking journalists and bloggers; Work experience with foreign markets and fintech (financial technologies); ', "" Maintaining a media plan / content plan (selection, compilation); Research industry-related topics (combining online sources, interviews and studies); Prepare well-structured drafts using Content Management Systems; Collaborate with peers across Content and Marketing teams to create compelling content for our audiences across multiple channels; Apply SEO best practices to your written content; Adjust writing tone, voice, and messaging in alignment with a set of guidelines for a given brand and content type; Produce SEO-optimized content, collaborate with the SEO team to maximize Company's product online visibility; Managing freelance translators; Collaborate with Marketing and Product teams to develop a variety of content marketing materials; Proofread content before publication; Administering content tasks; Take part in company content marketing strategy development and perform content promotion tasks; Generate ideas for new content types. "", ' Сhallenging, interesting and extraordinary tasks in the FinTech field with our own product; Ability to be close to the business and take a part in making fast decisions; Resources for integration into the domain; Sponsored participation in professional conferences; Partial compensation of language courses expenses; Corporate library. The experienced marketing team and still growing. ', ' Full accounting support and taxes compensation; Flexible schedule; Competitive compensation; Cozy office in the city center (5 minute from Pecherskaya metro station); Paid vacations, sick-leaves, public holidays, ability to take days off; Corporate equipment; Partial compensation of gym expenses; Free snacks, fruits and drinks; Regular corporate events; Relocation expenses coverage for nonresident employees. ']"
